word,freq,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
été,0,ete,eee,ette,être,etre,ede,eti,ett,ite,eto,ote,iste,tthe,ehe,ese,ets,othe,ise,ere,hite
