word,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
absolute,extremely,abs,awe,utterly,absolutly,pure,advanced,anti,outright,superb,entirely,aka,every,upright,basic,immense,based,attributed,excellent,
acumen,acrylic,acosta,bitumen,acuity,acp,acro,acad,achievable,acolyte,acuna,acrylate,asset,acu,acr,aco,acme,accustom,acrimony,ack,
andersson,sweden,swede,swedish,karlsson,gustav,bjorn,gothenburg,larsson,stockholm,henrik,kristina,nils,goran,björn,anders,lundqvist,ikea,svensson,greta,
aoi,aoki,omi,aou,oki,ohi,oti,aot,yui,ori,opi,aon,aoc,oui,aoe,ogi,aod,aor,aom,oni,ooi
armpit,underarm,arm,deodorant,armbar,armband,sweat,axillary,tummy,biceps,skin,underwear,bodily,bra,atop,pits,smells,,,,
ashkelon,shekels,ashlyn,ashur,alon,ashraf,asos,ashtabula,kherson,ashbury,nason,ashkenazi,akhenaten,ashburn,aslan,ashura,ashman,ashdod,assyria,asgardian,
asses,asse,butts,assis,arses,eines,asshats,armes,assuage,assa,actes,annes,après,asser,ades,assen,assizes,asswipe,acces,,
avanti,avant,flexi,beli,galli,combi,leni,venti,resi,bel,belli,alexi,digi,bri,dini,gini,generali,fini,fujii,moni,luci
awesome,awesomeness,great,awesomely,wonderful,excellent,wow,amazing,thanks,outstanding,spectacular,cool,fantastic,totally,brilliant,freaking,glorious,welcome,sooooooo,loved,terrific
bacteriophages,phages,viruses,bacteria,plasmids,bacteriological,prokaryotes,microorganisms,microbes,retroviruses,quarks,virions,bacteriology,genomes,nucleic,bacterial,biomolecules,mutagenesis,,,
baucus,bacchus,bau,gallus,fauci,caduceus,crispus,bausch,onus,camus,saugus,vaucluse,bauman,lucullus,crassus,africanus,cletus,justus,hocus,rhesus,janus
biggles,biggs,biggies,biggy,bigge,ruggles,biggar,big,boggles,bigg,giant,biggins,bigwigs,dangles,bigly,bigamy,bigfoot,lgs,biggin,,
blinks,blinkers,blinky,winks,glances,flashes,twinkle,peeks,flicker,faints,gazes,noises,stares,,,,,,,,
bolero,bolo,boro,bozo,boko,bosco,bol,hallo,boingo,bola,lado,duomo,fierro,loro,botelho,neto,mello,brio,alo,boho,
borderland,border,borderline,borderers,borderless,badlands,boundary,motherland,wasteland,wildland,frontier,hinterland,outskirts,outland,headland,land,,,,,
brainless,mindless,headless,thoughtless,heartless,godless,soulless,witless,fruitless,gutless,mindlessly,senseless,aimless,emotionless,spineless,defenseless,talentless,voiceless,faithless,motherless,bloodless
brougham,maugham,brough,brom,brixham,meacham,balham,brum,cheetham,hallam,havisham,brompton,brogdon,brome,brouhaha,broussard,northam,slocum,gorham,hickam,baugh
broward,lauderdale,brow,browder,miami,browed,brower,florida,fau,fiu,fsu,sarasota,boca,fla,pinellas,fbr,floridians,burrard,flr,palmdale,brisbane
bugs,insects,buggies,pests,buggin,bugbear,bites,buggers,bugsy,worms,beetles,defects,bedbugs,creatures,flies,spiders,,,,,
cannot,unable,couldnt,impossible,couldn,incapable,inability,unattainable,impossibly,inaccessible,unusable,unreachable,limitation,refuses,unsuccessfully,wont,unavoidable,unachievable,,,
capturing,snatching,catching,recapture,taking,grabbing,acquiring,trapping,undergoing,picturing,containing,attempting,gaining,holding,,,,,,,
carrol,carrel,carron,carrell,carrow,fol,carr,erol,carrillo,viol,carré,carrera,carre,carrefour,carrick,cel,ful,balliol,trello,carrack,montel
cau,caus,bau,acu,rau,ccu,aau,cou,ciu,sau,kau,ceu,gau,siu,caw,cfu,cae,cag,accu,actu,wau
chloroquine,antimalarial,malarial,malaria,falciparum,plasmodium,quinine,chloroplast,chlorine,chlamydia,anopheles,chlorophyll,cll,drug,clinique,chloro,cysteine,antiretroviral,pharma,sle,
claudia,julia,stella,francesca,luisa,debra,silvia,cristina,marianne,romano,joanna,tanya,ying,loretta,jenny,anna,joanne,martina,claudius,francis,barbara
clemons,clem,claes,cleves,climes,clemmons,cleon,clos,clas,clods,cloven,clamor,cls,clea,clackamas,clam,clematis,clef,clovis,cleo,
conch,concho,cont,conc,conker,concha,conta,conti,thatch,conduit,conlin,contin,conjoined,conroy,anaconda,conaway,loach,condit,winch,conus,conran
conjures,conjurer,spells,sorcery,summoning,magical,conspires,witch,concoction,spirits,illusions,superstitious,magic,drags,thing,contingencies,evokes,,,,
coordinators,organisers,coordinating,organizers,counselors,aides,administrators,staffers,facilitators,centers,officials,advisers,liaisons,supervises,staffs,convenor,coordination,arrangers,volunteers,,
couples,lovers,pairs,spouses,boyfriends,eachother,marital,pairings,relationships,newlyweds,married,jointly,folks,marries,marriages,intimacy,adults,,,,
croaker,croak,angler,craik,plaice,crawfish,critter,fish,trawler,cronk,smoak,croker,fishy,snapper,poacher,snook,flounder,fisherman,,,
deaths,fatalities,dies,mortality,deceased,obituaries,fatally,memoriam,obits,dead,funerals,killed,bereaved,autopsies,,,,,,,
deets,deems,dees,tresses,mosquitos,locusts,pests,nits,tait,ddt,dott,potts,dost,anklets,deeming,teats,infestations,rashes,,,
deficiencies,deficient,defects,lack,insufficiency,weaknesses,inability,inadequacies,abnormalities,imperfections,shortcomings,impairments,insufficient,flaws,immunodeficiency,,,,,,
demonstrative,demonstrable,demonstrator,plaintive,demonstrably,adjectival,expressing,contrastive,syntactical,reflexive,thou,referential,literal,dative,denoting,formative,inflectional,imperative,nominative,transitive,adjunctive
dredger,dredge,dredging,sledge,trawler,yarder,scrubber,scavenger,drier,sweeper,angler,scour,bather,remover,picker,sealer,minesweeper,,,,
dsb,sdb,ddb,dsd,dsw,ssb,dsr,dsg,dsi,msb,psb,dss,dsc,dob,pdb,tdsb,dsa,iib,sbb,dsn,osb
earthen,earthy,earthling,earthenware,heathen,earths,oxen,silken,earthly,dampen,earthlings,eartha,olden,earthwork,dirt,grounder,yearn,ordain,terran,arisen,
edf,eef,erf,edp,edw,edd,edt,edn,edb,eff,deff,edm,edi,edl,edx,dof,edg,eda,efi,dtf,efc
electing,balloting,election,voting,electoral,candidate,electioneering,voter,nominating,governing,enfranchisement,electors,incumbent,,,,,,,,
elixir,elif,ethereum,eliminator,elim,ruby,etheric,mercurial,elicit,erlang,icy,alchemy,infuse,miner,amalgam,eli,effluent,lix,additive,gin,
ember,umber,embo,emb,emblazoned,emelia,emrys,camber,meteor,embodies,emerton,emmer,flames,embraer,heber,emmons,twig,embed,embry,arber,
emulsified,emulsifier,emulsion,hydrolyzed,splattered,pulverized,oxidized,tainted,spilled,embroiled,powdered,slurred,formulated,ionized,leached,encrusted,gassed,liquefied,squished,salted,
enraging,enveloping,encasing,entrenching,entailing,engendering,straggling,ousting,enclosing,enacting,encircling,entreat,endowing,eveything,obstructing,slagging,enmeshed,offing,bettering,,
enrollments,enrolls,enrolling,enrollees,enrolments,admissions,acceptances,attendances,tuition,semesters,applicants,students,registering,intakes,,,,,,,
explain,explanation,explainable,understand,describe,explainer,reason,why,show,explanatory,clarified,understandings,interpret,how,,,,,,,
fantasist,fantasize,fanatic,fancied,fantasized,fancier,fanciest,fanciful,fetishist,fantasies,fanatical,mentalist,fanboy,cultist,fanta,,,,,,
featherweight,lightweight,weighted,minimalist,toss,let,balancing,portable,weighed,massing,reduction,folding,lighter,balanced,trim,compressive,dem,dropping,versatile,braced,
females,ladies,girls,women,girlfriends,daughters,ladys,she,bitches,chicks,sexes,lesbians,girlish,womens,gfs,girlies,wives,,,,
fen,fenn,fend,fenian,fenchurch,fenwick,fae,fennell,peat,fenech,fenix,fenway,fennel,fain,fenty,foe,fendi,,,,
fenn,fenner,fen,fain,fend,fenian,fennel,bown,ginn,fennec,awn,wann,dain,breen,kalin,fennell,fenix,peen,,,
fernie,ferndale,scottie,fernand,fern,dougie,mickie,cowie,robie,brie,mountie,auntie,rollie,caledonia,mattie,lilley,tillie,augie,woodie,fernanda,dickie
fick,feck,bick,tock,bock,muck,nock,fib,fuk,ock,hick,fizzing,nack,shuck,kock,ruck,fiz,keck,fim,filth,
finalised,finalized,finalization,formalised,finished,finality,concluded,formalized,officially,accomplished,completes,decided,culmination,established,achieved,begun,,,,,
fixes,fixings,fixe,repairs,fixin,fixable,improvements,patch,cures,fixers,solves,amends,overhauls,,,,,,,,
foreclosure,foreclosed,mortgage,bankruptcy,homeowners,realty,evict,homeownership,repossession,conveyancing,refinancing,subprime,eviction,rezoning,fha,,,,,,
francois,françois,francis,fran,francs,frances,etienne,étienne,frank,franck,francesca,guillaume,felix,frenchman,jules,jacques,francisco,florian,stephan,,
fucking,fuck,fuckin,motherfucking,fucker,fuckery,fucken,fuckboy,motherfucker,fuckup,goddamned,fuckhead,goddamn,frickin,motherfuck,shit,sex,fricking,,,
fur,für,furry,haired,fursuit,furries,hairy,tail,hair,furr,mammalian,fluffy,wolf,furtively,furies,feathers,animal,skins,,,
gape,gap,grosse,pinche,gue,germane,tripe,passe,gane,ange,singe,tolle,haye,weare,peake,bete,groupe,gute,,,
gerry,gerald,garry,gerard,jerry,gérard,gee,larry,irish,jimmie,gina,gary,cong,dennis,gal,glenn,geoffrey,tyrone,georges,gerrymander,gan
gianluigi,gianluca,giannini,gianni,giancarlo,gia,gianna,gianfranco,giacometti,guglielmo,giambattista,luigi,giorgi,gian,georgi,giamatti,giada,rinaldi,alighieri,aurelio,girolamo
glencoe,pascoe,glenview,glenbrook,glendon,glenwood,glen,glenville,glencore,simcoe,glendora,jellicoe,glenmore,glengarry,maccoll,glenelg,briscoe,mcdermott,glenfiddich,gleneagles,
gmod,gmg,gmo,garry,ggg,multiplayer,game,dayz,rpg,spawn,mumbo,armbruster,doom,goood,mod,csgo,gms,gmd,arg,zombies,ftb
greyish,grey,coloured,draught,gray,kinda,stroked,grayish,beige,dipped,pigmented,cocked,muted,blond,mud,greenish,colourful,male,diffuse,dingy,
handmaiden,handmaid,hand,housemaid,nursemaid,hander,handmade,matriarchal,maid,handjob,wielded,handa,barmaid,handpicked,godmother,servant,handcuff,milkmaid,,,
harbouring,harboring,stranding,liaising,basing,berthing,mooring,chartering,underlying,resorting,seafaring,condoning,nautical,porting,encasing,,,,,,
harlow,jett,chaplin,glamour,essex,hailey,lola,antwerp,gable,jackie,hawthorne,nightclub,arden,circled,langley,needlework,lai,vera,cosmopolitan,ames,coco
headache,migraine,pain,head,forehead,headedness,ached,scalp,problems,concussion,symptoms,stroke,neck,glare,discomfort,,,,,,
highlighted,spotlighted,emphasised,highlighter,brightened,outlined,showcased,emphasized,selected,noteworthy,mentioned,marked,focused,complimented,polished,spotted,noted,,,,
hockney,orkney,ruskin,artist,hockley,hock,artwork,hocus,hocking,banksy,duchamp,kandinsky,kunst,art,chagall,cubist,pollock,painter,exhibited,,
hogwash,whitewash,hog,washed,backwash,brainwash,hogg,rinsed,unwashed,hogarth,muddy,scrubbed,washing,carwash,filthy,washy,,,,,
hookers,prostitutes,whores,prostitution,escorts,sluts,hookups,addicts,bitches,hustlers,strippers,beggars,perverts,gamblers,gangsters,cocks,suckers,,,,
imperatives,requiring,thou,forcing,prompts,urging,urgency,impose,discourse,inciting,clauses,shouts,instructive,commitments,literal,intents,dictate,swear,stating,,
improbable,improbably,improbability,impracticable,impossibly,inexplicable,inconceivable,implausible,impenetrable,unthinkable,unproblematic,inapplicable,impossibility,inexplicably,inestimable,unexplainable,unlikely,plausibly,impossible,unavoidable,possible
insights,insightful,perspectives,findings,analysis,thoughts,viewpoints,conclusions,analytics,observations,glimpse,views,informing,commentary,reports,hypothesized,strategies,,,,
instanced,singleton,instantiated,experienced,given,replicated,idled,each,aggregated,interfaced,provisioned,familiarized,foundered,cased,supervised,heaped,engendered,let,,,
intervertebral,lumbar,intercostal,spine,vertebral,spinal,vertebra,vertebrae,backs,interstitial,musculoskeletal,interpolation,interglacial,intercellular,intertidal,interlibrary,mesenchymal,internal,sciatica,cerebrospinal,
introduce,introductions,intro,greeted,introductory,initiate,begin,opening,newcomer,welcome,arrive,starting,,,,,,,,,
joes,josephs,johnsons,jos,janes,petes,beans,mikes,steves,beaters,mitchells,dicks,joseph,coffees,tings,sausages,coppers,dudes,cokes,grits,
kolchak,ovechkin,kirchner,kozak,kalashnikov,cossack,vyacheslav,kovalchuk,pilcher,kosciusko,kupchak,korps,kamchatka,poroshenko,kolarov,gopnik,sendak,kercher,,,
labyrinth,labyrinthine,maze,lab,dungeon,prometheus,tilting,fable,path,compass,passageway,sorcery,wheel,pillars,depths,window,enigma,vault,illusion,,
lambeth,lambton,lambe,lambskin,lamb,bethnal,lambeau,lambo,lambie,tabernacle,hogarth,congregation,lewisham,london,goeth,tfl,wandsworth,woolwich,hampstead,,
leavening,leaved,ripening,leaver,finishing,leftover,emptying,offing,buttering,laying,leafing,depart,clearing,haveing,icing,tending,,,,,
lionel,commodore,railway,railcar,gaston,rail,tracks,victorian,trains,dolly,trolley,steamroller,carriages,pal,toys,railroad,loren,locomotive,rodney,,
loretta,amy,angelina,josephine,claudia,angela,marianne,joanna,lynn,edmund,annie,eileen,allie,helene,joanne,carla,marge,annette,ingrid,sylvia,antonia
lymphoblastic,lymphoid,lymph,lymphocyte,lymphocytic,lymphoma,lymphatic,aplastic,leukemia,lymphedema,immunological,lymphomas,wbc,pathological,immunocompromised,cll,atopic,hematologic,swollen,immune,
