word,freq,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
abandoned,97,deserted,abandonment,orphaned,discarded,disused,dilapidated,vanished,derelict,unused,defunct,neglected,ditched,disappeared,decayed,gone,shuttered,vacated,,,
abroad,97,overseas,internationally,travels,away,foreign,outgoing,international,worldwide,expat,elsewhere,wherever,homesick,externally,somewhere,,,,,,
accused,97,accusations,defendant,prosecuted,alleged,accuser,implicated,suspect,allegedly,allegations,prosecutors,indicted,exonerated,testified,,,,,,,
achieved,97,accomplished,attained,succeeded,completed,successfully,successful,accomplishment,finished,completion,achievement,congratulations,finalized,,,,,,,,
acid,97,acidic,acidity,proton,chemical,acidification,lsd,vinegar,chemist,substances,chemistry,ions,silica,amp,tab,sulfate,drug,bicarbonate,,,
acquired,97,obtained,purchased,conquered,acquisition,bought,gained,introduced,owned,established,captured,garnered,claimed,assumed,taken,adopted,availed,,,,
actors,97,acting,starring,actresses,performers,celebs,cast,entertainers,portrayals,characters,castings,dramatists,celeb,celebrities,theater,comedians,auditions,portraying,,,
actress,97,actors,starring,woman,soprano,pornstar,celeb,acting,heroine,doll,herself,celebrity,comedienne,singer,fashionista,dancer,contestant,jolie,ellen,,
adds,97,additions,invited,brings,plus,addled,addon,additional,wants,offered,extra,append,additive,attach,ads,adder,,,,,
administrative,97,administration,administrators,administratively,admins,administers,authorities,officials,administrated,departments,management,governmental,office,oversaw,staff,clerical,,,,,
admitted,97,accepted,enrolled,belonged,declared,confessed,admission,accommodated,submitted,proclaimed,admittedly,admittance,acceptance,committed,conceded,joined,allotted,underwent,,,
adopted,97,adoptive,adoption,adoptee,adoptable,acquired,embraced,fostered,rescued,established,accepted,adopter,bred,loved,introduced,stray,,,,,
adventure,97,adventurous,adventurer,exploring,expedition,exploration,explorers,thrill,wilderness,riding,climbing,ride,voyage,delving,striving,outside,,,,,
afterwards,97,afterward,after,subsequent,subsequently,afterall,later,aftermath,hereafter,afterword,thereafter,aftercare,next,eventual,followup,afterparty,eventually,ultimately,then,aftershock,
aged,97,older,aging,yearned,matured,olden,ago,elderly,elder,waned,grown,youthful,worn,senile,animated,retired,,,,,
aim,97,objective,intend,shoot,targets,aimer,align,seek,intent,goal,focuses,strive,aime,,,,,,,,
alan,97,alana,ala,allan,alec,alanna,sam,alison,aland,alanis,lars,alanine,alejandro,lac,adam,alf,alistair,norman,alfred,angeles,
alexander,97,alex,alexandre,aleksandr,alejandro,alessandro,alec,alexandra,nikola,hellenistic,demetrius,cyrus,noah,lena,oliver,aristotle,nikolay,nicolas,augusto,polo,matthew
allen,97,allens,allenby,allentown,allende,ache,earl,slid,allendale,allan,ease,friction,acquaintance,squire,elastic,alley,icon,ally,pry,glide,slide
alliance,97,allied,association,associates,coalition,partnership,affiliation,partnering,consortium,teamed,uniting,,,,,,,,,,
alongside,97,beside,along,besides,accompanying,likewise,amidst,meanwhile,respectively,additionally,whilst,during,upon,coincided,also,including,preceded,alongwith,simultaneously,furthermore,
alright,97,okay,alrighty,acceptable,decent,hey,fine,fairly,good,enough,decently,huh,sure,accepted,understood,kinda,whoa,well,suitable,anymore,aight
