word,freq
the,100
and,100
for,100
that,100
you,100
with,100
this,100
was,100
are,100
have,100
not,100
but,100
from,100
your,100
all,100
his,100
they,100
one,100
can,100
will,100
just,100
like,100
about,100
out,100
what,100
has,100
when,100
more,100
were,100
who,100
had,100
their,100
there,100
her,100
which,100
time,100
get,100
been,100
would,100
she,100
new,100
people,100
how,100
some,100
also,100
them,100
now,100
other,100
its,100
our,100
than,100
good,100
only,100
after,100
first,100
him,100
into,100
know,100
see,100
two,100
make,100
over,100
think,100
any,100
then,100
could,100
back,100
these,100
want,100
because,100
well,100
said,100
way,100
most,100
much,100
very,100
where,100
even,100
should,100
may,100
here,100
need,100
really,100
did,100
right,100
work,100
year,100
years,100
being,100
day,100
too,100
going,100
before,100
off,100
why,100
made,100
still,100
take,100
got,100
many,100
never,100
those,100
life,100
say,100
world,100
down,100
great,100
through,100
last,100
while,100
best,100
such,100
love,100
man,100
home,100
long,100
look,100
something,100
use,100
same,100
used,100
both,100
every,100
come,100
part,100
state,100
three,100
around,100
between,100
always,100
better,100
find,100
help,100
high,100
little,100
old,100
since,100
another,100
does,100
own,100
things,100
under,100
during,100
game,100
thing,100
give,100
house,100
place,100
school,100
again,100
next,100
each,100
without,100
against,100
end,100
found,100
must,100
show,100
big,100
feel,100
sure,100
team,100
ever,100
family,100
keep,100
might,100
please,100
put,100
money,100
free,100
second,100
someone,100
away,100
left,100
number,100
city,100
days,100
lot,100
name,100
night,100
play,100
until,100
company,100
doing,100
few,100
let,100
real,100
called,100
different,100
having,100
set,100
thought,100
done,100
however,100
getting,100
god,100
government,100
group,100
looking,100
public,100
top,100
women,100
business,100
care,100
start,100
system,100
times,100
week,100
already,100
anything,100
case,100
nothing,100
person,100
today,100
change,100
enough,100
everything,100
full,100
live,100
making,100
point,100
read,100
told,100
yet,100
bad,100
four,100
hard,100
mean,100
once,100
support,100
tell,100
including,100
music,100
power,100
seen,100
states,100
stop,100
water,100
based,100
believe,100
call,100
head,100
men,100
national,100
small,100
took,100
white,100
came,100
far,100
job,100
side,100
though,100
try,100
went,100
yes,100
actually,100
american,100
later,100
less,100
line,100
order,100
party,100
run,100
says,100
service,100
country,100
open,100
season,100
shit,100
thank,100
children,100
everyone,100
general,100
trying,100
united,100
using,100
area,100
black,100
following,100
law,100
makes,100
together,100
war,100
whole,100
car,100
face,100
five,100
kind,100
maybe,100
per,100
president,100
story,100
working,100
course,100
games,100
health,100
hope,100
important,100
least,100
means,100
news,100
within,100
able,100
book,100
early,100
friends,100
information,100
local,100
post,100
thanks,100
video,100
young,100
ago,100
others,100
social,100
talk,100
court,100
fact,100
given,100
guys,100
half,100
hand,100
level,100
mind,100
often,100
single,100
become,100
body,100
coming,100
control,100
death,100
food,100
guy,100
hours,100
office,100
pay,100
problem,100
south,100
true,100
almost,100
fuck,100
history,100
known,100
large,100
lost,100
research,100
room,100
several,100
started,100
taking,100
university,100
win,100
wrong,100
along,100
anyone,100
else,100
girl,100
john,100
matter,100
pretty,100
remember,100
air,100
bit,100
friend,100
hit,100
needs,100
nice,100
playing,100
probably,100
saying,100
understand,100
yeah,100
york,100
class,100
close,100
comes,100
idea,100
international,100
looks,100
past,100
possible,100
wanted,100
cause,100
due,100
happy,100
human,100
members,100
months,100
move,100
question,100
series,100
wait,100
woman,100
ask,100
community,100
data,100
late,100
leave,100
north,100
saw,100
special,100
watch,100
either,100
fucking,100
future,100
light,100
low,100
million,100
morning,100
police,100
short,100
stay,100
taken,100
age,100
buy,100
deal,100
rather,100
reason,100
red,100
report,100
soon,100
third,100
turn,100
whether,100
among,100
check,100
development,100
form,100
further,100
heart,100
minutes,100
myself,100
services,100
yourself,100
act,100
although,100
asked,100
child,100
fire,100
fun,100
living,100
major,100
media,100
phone,100
players,100
art,100
behind,100
building,100
easy,100
gonna,100
market,100
near,100
non,100
plan,100
political,100
quite,100
six,100
talking,100
west,100
works,100
according,100
available,100
education,100
final,100
former,100
front,100
kids,100
list,100
ready,100
sometimes,100
son,100
street,100
bring,100
college,100
current,100
example,100
experience,100
heard,100
london,100
meet,100
program,100
type,100
baby,100
chance,100
father,100
march,100
process,100
song,100
study,100
word,100
across,100
action,100
clear,100
gave,100
gets,100
himself,100
month,100
outside,100
self,100
students,100
words,100
board,100
cost,100
cut,100
field,100
held,100
instead,100
main,100
moment,100
mother,100
road,100
seems,100
thinking,100
town,100
wants,100
department,100
energy,100
fight,100
fine,100
force,100
hear,100
issue,100
played,100
points,100
price,100
rest,100
results,100
running,100
shows,100
space,100
summer,100
term,100
wife,100
